"“ जय हिंद “ साथे “ जय श्री कृष्ण “ ख़ूबज सरस जानकारी आभार तथा , ‘ जनसंख्या नियत्रण धारा ‘ लावों देश बचावों",Discard
"धन्यवाद
आपकी तारीफ जितनी की जाए काम है",Positive-Trust
"फूड प्रोटेक्ट प्रशासन विभाग का ये काम  हैं,,",Nuetral
सर जी ड्राइ फ्रुट और चना के मिश्रण को बनाने के लिए बताऐ,Nuetral
लोग विज्ञापन देखकर सम्मोहित हो जाते हैं।,Nuetral
"तुम बेकार, 
राजीव दीक्षित जी जिन्दाबाद","Positive-Trust, Negative-Anger"
राजीव दीक्षित जी को जरूर सुने पुराने दस्तावेज पर ही वो बोलते थे,Positive-Trust
🙏🙏,Positive-Trust
भाई राजीव दीक्षित जी ने तो इसके खिलाफ बहुत बड़ा आंदोलन किया था उसको भी एक बार देखो किस ने किस किस वस्तुओं के बारे में गलत बताया है जो विदेशी कंपनियां अपने भारत के बाजार में लोगों को बीमार करने के लिए बेच रही है एक बार जरूर देखें राजीव दिक्षित भाषण,Positive-Joy
सुपर 👍,Positive-Trust
कृपया एक एपिसोड फेयरनेस क्रीम के ऊपर भी बनाये। ये क्रीम वाले गोरा करने के नाम पे देश मे लूट मचा रहे है🙏,Negative-Anger
बहुत अच्छी जानकारी... लेकिन बच्चों क्या किया जाए जो विज्ञापन देखकर इन चीजों को खरीदने और खाने की जिद पकड़ लेते हैं।,"Positive-Trust, Negative-fear"
कुल मिलाकर आम आदमी को मारने की कोशिश की जा रही है,Negative-fear
"सही कह गए हमारे बडे....
दाल-रोटि खाओ हरि के गुन गाओ.....",Positive-Trust
"बहुत बढिया जानकारी, मैं यह मानता हूँ कि हिन्दुस्तान मे समान्य खाना जो हर घर मे बनता है वही बेहतर है हमारे पूर्वजों ने कौन सी, मैगी खायी, बोर्नविटा पिया या न्यूट्रेला का सेवन किया वे लोग हम लोगों से ज्यादा हष्ट पुष्ट थे।","Positive-Trust, Positive-Surprise"
"जो प्रोटीन के नाम पर बड़े बड़े डिब्बे बेचे जाते हैं उसमें कितना प्रोटीन होता है जो बच्चे जिम से आकर लेते हैं 
उसके बारे में जानकारी दे प्लीज",Nuetral
*भाई तुम राजीव दीक्षित जी से प्रेरित हो*,Nuetral
"जियो मेरे लाल !!!!!
आपको आपके पहले विडियो में बोला था की हिंदी में बात करिये ज्यादा अच्छा लगेगा।
इस विडियो में आपने मल्टीनेशनल कंपनियों की ढंग से बजा दी है, आपका प्रस्तुति -करण का तरिका बिना तामझाम के भी प्रभावी है। इसे बनाये रखिये और हमारा ज्ञान बढाये रखिए","Positive-Joy, Positive-Trust"
तो हमे बोनवीटा के ऐलावा कोनसा पावडर लेना चहीये जो सहीमे हेलदी हो ईसबारेमे वीडीयो बनावो भाई,Negative-fear
आप दूसरे राजीव दीक्षित बन सकते हैं,"Positive-Joy, Positive-Trust"
"ये सभी कचरा है। इन्हे खाना  ही नहीं चाहिए और खास तौर पर बच्चो को दूर ही रखे। 
कंपनिया सिर्फ मुनाफा देखती है उनका लोगो के स्वास्थय से कुछ लेना देना नहीं। देखा देखी मे  लोग कचरा अपने पेट मे डालते और बाद मे पछताते।",Negative-Anger
👌👌👌👍👍,Positive-Trust
"अभी और भी चीजें दिखाना बाकी है , सबको इन्तजार है उन सभी का।",Positive-Joy
"अगर स्वस्थ जीवन पाना है तो खुद खेती करना और घर में गाय रखना पड़ेगा। जो बातें पुरानी और दकयानूसी कही जाती हैं, असल में वही उचित जीवनशैली है।",Nuetral
"बहुत जागृत वाले जानकारी
नेचुरल व सीजनली स्रोत से ही विटामिन ग्रहण करे","Positive-Trust, Nuetral"
"धन्यवाद, मैं एक कदम आगे और बढ़कर यह कहना चाहूंगा कि घर में तैयार किया गया ताजा मक्खन सर्वोत्तम है, यह पचने में घी से हल्का होता है और मिश्री के साथ सेवन करना और भी लाभकारी है।",Positive-Trust
"सही है भाई
पर आपको दर नहीं लगता क्या","Positive-Trust, Negative-fear"
बाबा रामदेव के पाउडर का रिव्यु करो।।।,Nuetral
"वैसे तो काफी सारे प्रॉडक्ट्स खराब हैं | यहा तक कि, सब्जी - फल भी | पर थँक्स, ये बताया|👍","Positive-Trust, Negative-sadness"
जागो ग्राहकों जागो 👏👏👏👏👏👏👏😍😘😘😘😘😘😘👌👌👌👌👌,Positive-Joy
"20वीं और 19वीं शदी या फिर उसके पहले के लोग 90 से 100 साल जीने का राज पता चल गया ।
आज जाने अनजाने हम कितने खतरनाक प्रॉडक्ट्स यूज़ कर रहे की जो हमे आज नही कल या फिर परसो इसके साइड इफेक्ट जरुर पडेंगे जिसका असर हमारे आयु पर भी पड़ेगी जिसकी वजह से हम 30 साल करते ही कई बिमारियो का टोकरा लेकर घुमने लगते है हॉस्पिटल के ओर..........","Positive-Surprise, Negative-sadness"
भाई 5 ऐसे प्रोडेक्ट के ऊपर वीडियो बनाओ जो हमारे लिए हेल्दी हो ।,Nuetral
भाई अमूल को प्रमोट करने के लिए कितने पैसे लिए,Negative-Anger
बहुत अच्छी जानकारी👏👏👏,Positive-Trust
सेरोलेक्स लेक्टोजन  पर  भी बनाए वीडियो,Nuetral
क्यों तेरा कहा मानू,Negative-Anger
बहुत अच्छा वीडियो है और इसी तरह का विडिओ बनाओ।,Positive-Trust
जफ्बज़ोस हाउस,Nuetral
"*भाई ये कंपनी वाले गुंडे भी भेज सकते है , सम्भल कर रहना , बहुत कुत्ते होते है ये लोग*","Negative-Anger, Negative-fear"
"ये सिर्फ 5 प्रोडक्ट्स ही नही और भी बहुत सारे ऐसे है , उन्हें भी एक्सपोज़ करो",Negative-Anger
"बहुत अच्छा, जागरूक करने का बढ़िया प्रयास.",Positive-Trust
बहुत अच्छा में ऐसे पीता था,Positive-Trust
"भाई, एक सलाम आपके नाम।",Positive-Trust
बहुत बहुत धन्यवाद जी,Positive-Trust
बहुत ही अच्छा बताया भाई आपने और माशाअल्लाह आप खुद वाकई काफी फिट है,"Positive-Trust, Positive-Surprise"
हम देहाती कभी-कभार खाते अगर हम खाते भी है तो कभी कभी ।,Nuetral
पता नहीं लोगो को गू खाने में क्या मजा आते है भोसडीके चुटीए लोग,Negative-Anger
आप भारतीयों को जागरूक कर बहुत ही अच्छा काम कर रहे हैं,Positive-Trust
मुझे तो अभी भी विश्वास नहीं ही रहा कि भारत में रेडबुल  क्यों बेचा जा रहा है।,Negative-Anger
"साला हम घर में दूध सिर्फ दो दिन रखते है,तो वो बिगड़ जाता है,और न जाने यह अमूल, माही, आदि दूध कंपनियां दूध के साथ क्या करती होगी??🤔🤔",Negative-fear
स्टीफन हॉकिंस,Nuetral
सर श्री कृष्ण के ऊपर कोई विडियो बनाए,Nuetral
मोदी जी के ऊपर 1 वीडियो,Nuetral
सही कहा आपने सदी में ऐसा होना.....,Positive-Trust
सर अगर हो तो एंड्रयू कार्नेगी के बारे में बताइए,
बहुत जबरदस्त सर,Positive-Trust
जबरदस्त 👌👌👌,Positive-Joy
एलोन मस्क का सहारा लेकर अपना बिजनेस चमकना चाहते हो,Nuetral
जबरदस्त,Positive-Joy
"मैं भी कुछ कर सकता हूँ। मेरे लिए कुछ भी असंभव नही हैं।
बाउंस बैक",Positive-Joy
"मेरे हाथ मे सड़ा टमाटर या ग्रेनेड होगा तो तुझ पर फेंक कर बोलूंगा ""बाउंस बैक""",Negative-Anger
नेहरू जी ओर गांधी जी के बारे में,Nuetral
"एक कार को दूसरे ग्रह पर पहुंचाने के लिएअरबो रुपये खर्च करना जो कि मानव सभ्यता की भलाई के लिए भी खर्च हो सकते थे, इस सदी का सबसे मूर्खतापूर्ण काम है।",Negative-Anger
"सब कुछ राजीव दीक्षित भाई से सीखा
उनके ज्ञान से पतंजलि चल रहा है 
अगर कोई भी राजीव दीक्षित के बारे में जान ना चाहता हो तो you tube पे सर्च करके राजीव भाई के लेक्चर सुन लो",Discard
राजीव दिक्षित के बारे में वीडियो नहीं बना सकते,Negative-sadness
सर् पेशे से में एक छोटा सा इंजीनियर हु आप की प्रेरणा से मैने कुछ अलग करणे का सोचा और साधरण गायकी से  मैने भारत की सभी भाषा गीत गा सकता हु लोग हैरान औऱ आप से मिलना चाहता हु,"Positive-Joy, Positive-Trust"
मेरी कहानी सुनाओ सर,"Nuetral, satire-satire"
सर आपके जेसे लोग भी हजारों मे नही लाखो मे 1 होते हैं,"Positive-Joy, Positive-Trust"
सर पिकासो के बारे में वीडियो बनाइए,Nuetral
राजीव दिक्सित जी के ऊपर वीडियो बनाइये,Nuetral
आपकी हर वीडियो में देखता हूं और आपकी हर वीडियो का मैं आपकी बहुत फ्रेंड हूं आप एक वीडियो बना सकते हैं बंगाली के ऊपर जो बंगाली लोग क्यों अच्छा बिजनेस नहीं कर पाते हैं इसके ऊपर प्लीज इसको पर एक वीडियो बनाने का,"Positive-Trust, Nuetral"
अविश्वसनीय इंसान,Positive-Trust
वीर कुंवर सिंह पर एक वीडियो,Nuetral
सर महाराणा प्रताप पर भी वीडियो बनाईये ना🙏🙏🙏🙏,Nuetral
गुरूजी पेशवा बाजीराव पर बायोग्राफी बताओ,Nuetral
डॉ आंबेडकर के बारे में और विवेकानन्द जी,Nuetral
"सर, 'राकेश झुंझुंवाला' जी पे केस स्टडी बनाईये...",Nuetral
सर आप प्लाइवुड पर वीडियो बनाएं मार्केटिंग पर प्लीज़ सर,Nuetral
स्वामी विवेकानंद जी के बारे में कुछ हो जाये,Nuetral
"जीत की खातिर जुनून चाहिए जिसमें उबाल हो ऐसा खून चाहिए
एक दिन आसमान भी आएगा जमीं पर इरादों में अपनी गूंज चाहिए",Positive-Joy
"यूँ ही नही मिलती राही को मंजिल एक जुनून सा दिल में जगाना होता है
पूछा चिड़िया से कैसे बना घोसला बोली भरनी पड़ती है उड़ान तिनका तिनका उठाना होता है","Positive-Joy, Positive-Surprise"
बहुत अच्छा विडियो है,Positive-Trust
सर चाड़कय और चंद्रगुप्त पर वीडियो बनाइये,Nuetral
किसान पर विडिओ बनाओ,Nuetral
नयी कंपनी खड़ी करने के लिए क्या करना चाहिए,Nuetral
सर इंडिया की राजनीति पर वीडियो बनाओ,Nuetral
मोहन भागवत जी पर केस स्टडी चाहता हूं आर एस एस प्रमुख सर जी,Nuetral
नरेंद्र मोदी पर वीडियो बनाइए,Nuetral
"सर भारत के पहले खगोलशास्त्री  
आर्यभट्ट पर पूर्ण  वीडियो बनाए।",Nuetral
बहुत परेशान हू सर,Negative-fear
न्यूटन,Nuetral
इंडिया मैं सर आप ही सदी क्रांतिकारी व्यक्ति है💐💐💐💐,Positive-Trust
अगला वीडियो हिटलर पर प्लीज,Nuetral
राजीव दीक्षित के बारे में वीडियो बनाइए,Nuetral
भगवान राम की केस स्टडि करो,Nuetral
रावण की केस स्टडी करो,Nuetral
अब्दुल कलाम पर  भी बनाओ,Nuetral
मोदी पर बनाए,Discard
"सिर,राजीव दिक्सित कौन थे उन्होंने देश के लिए क्या किया?",Nuetral
👍💐💐,Positive-Trust
बहुत अच्छा है,Positive-Joy
"राजीव दीक्षित पर एक विडिओ बनाये भाई साहब जी हम जीवन भर आपका आभार प्रकट करेंगे, धन्यबाद विवेक जी, जय हिंद जय भारत",Nuetral
सर लंबाई के बारे में वीडियो बनाओ।,Nuetral
"गुड सर,राजीव दिक्षीत जी की याद आगई जो कीसी बी बडी कंपनी का नाम लेनेसे डरते नही थे।","Positive-Joy, Negative-Anger"
भाई हमने देखा है ।ये सब जो दिखा रहे हैं ये अधीकतर पढे लीखे गधे युज करते हैं।,Negative-Anger
बहुत ही अचछी जानकारीयॉं हैं... 👌,Positive-Joy
सटीक जानकारी... 👍,Positive-Trust
कंपनी यहफैलहोजायेगी।आप सभी धीरे-धीरे देखा है ।जहरीले सेबचोभाईजी।,Discard
"भाईजी आपनेकोनसीफेकटर  ।

😢😤😓😴🤨",Nuetral
"गीता में लिखा है, जब भी बुराई इस धरती पर विनाशकारी रूप लेती है तब उसे मिटाने के लिए कोई ना कोई अवतरित होता है। फिट ट्यूबर उन्हीं में से एक है। दिल से सलाम आपको।","Positive-Joy, Positive-Trust"
भाई 2 साल के बच्चे के सेहत दंदरूस्त बनाने के लिये क्या खिलाये,Nuetral
"बहुत-बहुत आभार आप बहुत अच्छा कार्य कर रहे हो।


मच्छर भगाने के लिए तो सबसे अच्छा उपाय है भारत की प्रसिद्ध आयुर्वेदिक कंपनी एग्रो का जीरोमास तेल जो नीम आदि तेलों से ही बना है और बहुत सस्ता है इसकी खुशबू भी बहुत अच्छी है और इसकी खुशबू से ही मच्छर पास में नहीं आते","Positive-Joy, Positive-Trust"
👍👍👍,Positive-Trust
ये सभी कंपनीज सबको चुटिया बनता है.😠😠😠,Negative-Anger
सर प्लीज  पीडिया शोर और के बारे में बताएं,Nuetral
मेरे पापा को शुगर है वह दूरदर्शन में शुगर फ्री डाल कर ही पीते,Nuetral
वजन कैसे बढ़ाएं,Nuetral
बहुत सुंदर भाई साब ऐसे ही सब बेकार प्रोडक्ट के बारे में लोगों को जागरूक करते रहना,Positive-Joy
सही बात है भैया,Positive-Trust
बहुत सही भाई,Positive-Trust
😮😮😧,Negative-fear
ताबड़तोड़ जानकारी है भाई। दिल जीत लेते हो भाई साहब।,"Positive-Joy, Positive-Trust"
बहुत अच्छा लगा,Positive-Joy
भाई यह तो मूमफली के खरी से बनता है इससे आच्छा तो मूमफली और गुण खा लो,Nuetral
"बहुत धन्यवाद भाई 
जानकारी के लिए",Positive-Joy
पतंजलि गोधन अर्क के बारे में कुछ खास जानकारी दे,Nuetral
भैया आपको एक वीडियो आयुर्वेदिक और फिटनेस की किताबों के ऊपर में भी बनानी चाहिए जो हर व्यक्ति को पढ़नी चाहिए।,Nuetral
"रोजाना  सुबह शहद ओर लहसुन,लोंग खाना सही है ??",Nuetral
अच्छी बात है कि तुम अच्छी ब्रांड को प्रमोट करते हो:),"Positive-Joy, Positive-Trust"
"भैया मुझे लिखने में हाथ दर्द करता है थोड़ा, थोड़ा क्या करू??",Negative-fear
"आपने जितने लक्षण बताए उनमें से एक भी लक्षण मेरे शरीर में नहीं है... कारण है हेल्दी भोजन, संयम और प्रतिदिन का योग, व्यायाम.",Nuetral
आपने हिन्दी में चैनल बनाया फिर भी लोग अंग्रेजी में कमेन्ट करेंगे।,Negative-sadness
विवेक जी चुना और शक़्कर दोनो एक साथ ले सकते है खाली पेट सुबह। अगर दोनों प्रॉब्लम है तो कृपया मार्गदर्शन करें,Nuetral
वेरी यूजफुल वीडियो,Positive-Joy
"ये बंदा राजीव दीक्षित भाई के नक्शे कदम पर हैं.....।।
सल्यूट हैं 🙏🙏",Positive-Joy
भाई कोक पेप्सी कितने खतरनाक है उस पर भी विडियो बनाये क्योंकि इनकी धड़ले से बिक्री होती है 🙏,"Negative-Anger, Negative-sadness"
"अचछी जानकारी देते हैं इसी बात को डाईटिसियन फिस लेकर बताएगा, नाईस भाई",Positive-Joy
आप ममर्थ के प्रोडक्ट को प्रमोट कर रहे है,Nuetral
अच्छा है।,Positive-Joy
"भाई रात दांत किटकिटाना किस चीज का लक्षण है ? ,🙏🙏",Negative-fear
"कृपया हिन्दी मे बोला करो भाई जी, आपकी अति कृपा होगी।",Nuetral
इसको हिंदी बोलते देख अर्नब गोस्वामी की याद आ गयी😆😂😃😂,Nuetral
👍,Positive-Trust
"लेफ्ट पैर की एडिंयों में दर्द बना रहता है, कृपया उसके बारे में जानकारी दें।",
"लगते हो राजीव दीक्षित जी के चेले हो 
काम अच्छा है लेकिन कोई ऐसा काम मत करना कि मोटी रकम की वजह के कारण कोई कंपनी की प्रचार मत  करना कि  राजीव भाई का नाम बदनाम हो।",Positive-Trust
किस बर्तन में खाना बनाना चाहिए इस पर 1 डिटेल में वीडियो बनाओ फिट टयूबर,Nuetral
केवल नसीबवाले को लगानेको मिलता है यह जुता!!!!,Nuetral
भाई मेरे घटनों में आवाज आती है ।में 20साल का ही हूं । और मने चुना 15 दिन तक लिया था । लेकिन ठीक नहीं हो रहा भाई मेरी सहायता करो बहुत परेशान हूं।🙏🙏🙏🙏🙏🙏🙏🙏🙏,"Negative-sadness, Negative-fear"
भाई आप राजीव दीक्षित की कॉपी कर रहे हो,Nuetral
बहुत सही वीडियो 👍👍👍,Positive-Joy
सबसे बढीया खाना सादा सात्विक भोजन है हरी सब्जि  रोटी दाल 🍚चावल  और ये छत्तीसगढ़ के ग्रामिण ईलाको मे बहुत सस्ता और ज्यादा मिलता है और एकदम फ्रेश ये बाकी सब शहरी चुतिया चोचले है जो पैसे और हेल्थ के लिए बरबादी का कारण है,"Positive-Trust, Negative-fear"
राजीव भाई बहुत पहले बताचुके है ये हराम खोर लूट और झूठ का खेल कम्पनीया भारत को बीमार और बर्बाद कर रही है,Negative-Anger
तू रामदेव का गरचटवा है,Negative-Anger
"👏👏
बहुत अच्छा ज्ञान दिया है
धन्यवाद",Positive-Trust
👌👌,Positive-Trust
बहुत अच्छी जानकारी दी भाई आपने धन्यवाद ।,Positive-Trust
भाई पतंजली के प्रोडक्ट पर व्हिडीओ बनाओ,Nuetral
बेहतरीन ब्रो,Positive-Trust
कम्पलान कैसा है और च्यवनप्रास भी इसके बारे कुछ बताये ।,Nuetral
"बहुत,, शानदार,, भाई,,बहुत,, अच्छी,,, जानकारी,,दी,,सभी,,प्रोडक्ट,, बकवास,, है।",Positive-Trust
आप कि वीडियो बेहतरीन है मगर - अगली बार और ज्याद रिसर्च करियेगा °®,Positive-Trust
मेरी तो फट गई 😬😬😬😬😬😬😬,Negative-fear
"सही है भाई ,",Positive-Trust
राजीव दीक्षित भी विदेशी कंपनियों के छका छुड़ाये लेकिन गद्दारो ने उनको मार डाला।,"Negative-Anger, Negative-sadness"
सही कहा भाई पढे लीखे ही येसा खाते है,"Positive-Trust, Negative-sadness"
फूड ऑफिसर क्या कर रहे है,Nuetral
वाह भाई अब हिन्दी में भी।,Positive-Trust
काफ़ी हिम्मत लगती हैं ऐसे विडिओ बनाने में,Positive-Trust
आप मानवता के लिए बेहतर कार्य कर रहें. है...काबिल ए तारीफ कल्याणभव:,Positive-Trust
"वीर जी देसी घी ंंंकही भी सुद नही है ,,अप भी बताऊ",Nuetral
बकवास बकवास,Negative-sadness
बहुत बढ़िया जानकारी।,Positive-Trust
सर आप ने बहुत ही अच्छा हिन्दी में विडिओ बनाया और समझाया।,Positive-Trust
"आज के युग में कौन सा चीज नेचुरल है पहले हम दो प्रकार के दूध और घी खाते, पीते थे लेकिन अब तो मदर डेयरी, अमूल, कृष्णा, मधुसूदन सैकड़ो प्रकार के दूध और घी बाजार में मौजूद है, जितना चाहिये उतना उपलब्ध है लेकिन गाय और भैस का दूध और घी खाने के लिये तो समान्य जन को गाय और भैस पालनी पड़ेगी।",Nuetral
सही बात कही आपने,Positive-Trust
जानकारी वाले विडियोज बनाते रहीए,Nuetral
ये कडवा सच है लेकिन दिखावे के दुनिया मे सबकुछ चलता है,Negative-sadness
"9 यूट्यूब अकाउंट से सब्सक्राइब ,  करूंगा बस आप मुझे कमेंट करिए मेरी वीडियो पर",Discard
👏👏👏 गजब भाई शायद आप श्री राजीव दीक्षित जी को जानते हैं*link*,Positive-Trust
भाई लाईक तो बनता है,Positive-Trust
"दूध पीने के लिए उसमे टेस्ट पैदा करने के लिए बोर्नविटा उपयोग होता है,,ताकि दूध के पोषक तत्व मिल जाये,,बिना टेस्टी प्रोडक्ट मिलाये दूध नही पी पाते है",Nuetral
बहुत अच्छी जानकारी दी है धन्यवाद,Positive-Trust
बहुत अच्छा भाई जो तुम इन विदेशी कंपनियों का पर्दाफाश कर रहे हो और सच्चाई हमें बता रहे हो आपका बहुत-बहुत धन्यवाद,Positive-Trust
अच्छा सुझाव दिया है,Positive-Trust
"भाई आप बहुत ही उमदा और स्वास्थ्य के लिए फायदेमंद काम कर रहे हो..👌👍🙏 धन्यवाद
आशा करता हु आगे भी ऐसी ही अमुल्य जानकारियां देते रहेंगे",Positive-Trust
सुबह सुबह चने का सत्तू घोलकर पीना ठीक है।,Nuetral
स्वर्ग॰ राजीव दीक्षित जी ने इन सभी बेकार के चीजों के बारे में पहले ही बताए थे परन्तु १०% लोगों ने भी यह बात अपने जीवन में अमल नहीं किया होगा । आपका तहेदिल से शुक्रिया अदा करना चाहते हैं हम की आज फिर आपने सही मार्ग निर्देशन की प्रयास किया है।,"Positive-Trust, Negative-sadness"
"दिमाग हिल गया यह सारी बातें सुनकर, यह वीडियो ज्यादा से ज्यादा शेयर करनी चाहिए ताकि हमारे मित्र और परिवार जन जिन्हें हम प्यार करते हैं वह किसी भुलावे में ना रहे कि हम अपने बच्चे को स्वास्थ्य वर्धक चीजे दे रहे हैं",Negative-fear
भाई दो बार लाइक करने का ऑप्शन नहीं आता है नहीं तो करता ज़रूर,Positive-Trust
कुछ ज्यादा ही अच्छा बोल रहे हो बंधु । बहुत अच्छी जानकारी दी,Positive-Trust
भाइ आप सही बता रहे हैं लेकिन लोग इसे समझें या नहीं समझें क्योंकि प्रसंद अपनी स्वास्थ अपना,Nuetral
साले कंपनी वाले भारतीय की चोद रहे...,Negative-Anger
"बहुत सही जानकारी...
आपको बहुत बहुत धन्यवाद  👍",Positive-Trust
इतनी बड़ी बहुराष्ट्रीय कंपनियों के खिलाफ बोलना वाकई हिम्मत का काम है। धन्यवाद।,Positive-Trust
"बहुत बहुत धन्यवाद.... बहुत सरल भाषा मे जटिल विषय को समझाया है आपने.. बाजार की चमक धमक में "" जो दिखता है वो बिकता है"" को सही ठहराते हुए जो झूठ और फरेब चल रहा है उस पर से आपने पर्दा उठा कर करोड़ों  लोगों की आंखे खोली है...
ये वीडियो अच्छे  स्वास्थ्य के लिए फैली भ्रांतियों को दूर करने का एक अत्यंत  सराहनीय प्रयास है.. मेरी शुभकानाएं",Positive-Trust
अच्छी वीडियो बनाई दोस्त धन्यवाद आजकल लोग देसी खाद्य पदार्थों को छोड़कर  भूल कर विदेशी ही पसंद कर रहे हैं और  उनसे उतने ही अधिक बीमार हैं सबसे अच्छा देसी यूज करो  गुड़ शक्कर सत्तू चना  मसूर की दाल राजमा बादाम काजू छुहारा  दूध दही  जूस फल  केवल शाकाहारी यूज करो और हेल्दी बन जाओ भरपूर ताकत पाओ,"Positive-Trust, Nuetral"
आपका धन्यवाद आपने बहुत अच्छा किया आज हमारी आंखें खोलकर और मैं उम्मीद करता हूं कि आप आगे भी इस तरह के वीडियो बनाकर पूरी जनता को इस संबंध में और हेल्दी फूड के संबंध में बताएंगे,Positive-Trust
ओके,Nuetral
हमारी लाइफ स्टाइल में यूज होने वाले और प्रोडक्ट की जानकारी दीजिए धन्यवाद,Nuetral
आंखें खोल देने वाली वीडियो बहुत बहुत अच्छी जानकारी दी आपने,Positive-Trust
आप मे बहुत छमता है गुरु देव,Positive-Trust
ब्लामिदिर पुतिन & नरेंद्र मोदी जी के बारे में जानकारी प्राप्त करवाईं ना..,Nuetral
दलाई लामा और डॉ भीमराव आंबेडकर,Nuetral
क्या सर पढ़ाई लिखाई में कमजोर जीनियस बन सकता है,Nuetral
सर आप में इतनी एनर्जी कैसे ह इस बारे मे वीडियो बनाओ,Nuetral
